s.no,age,division_name,department_name,class_name,clothing_id,title,review_text,alike_feedback_count,rating,recommend_index 
3404,40,General,Tops,Knits,861,Felt too maternity,"I was bummed about this top. detail on back is pretty, even so, not worth it. i'm usually an xs i'm  120 lbs and it fit true to size. guess i had higher expectations. i'm feel consistently let down with what the pictures convey and the actual item when it arrives in person...",4,2,0
18028,64,General,Bottoms,Shorts,456,Re-ordering two sizes down,I wore out a pair of level 99 shorts a couple of years ago. ordered these in the same size and they are huge. so i am sending them in for exchange and hope i'm guessing right. linen and tencel are my two favorite summer fabrics. love the length which can be adjusted by rolling. good pockets. gorgeous somewhat dusty plum color. belt loops if needed though i rather hope they're not.,1,5,1
6082,41,General Petite,Bottoms,Jeans,1037,Glad i took a chance on these!,"A nice alternative to jeans, good fit. i like the casual but edgy rocker look they have. will look good with booties and full length boots. i took the same size that i do in all pilcro pants.",0,4,1
1475,57,General,Bottoms,Pants,1066,Love pilcro pants!,"I have a few pairs of pilcro pants and they have yet to disappoint. the fit, the style and the quality is just perfect for me. i know i can go to my size and expect a perfect fit every time.",0,5,1
21431,34,General,Bottoms,Pants,1056,Ruined in the wash,I loved these pants. they fit perfectly. and then i washed them. like the other reviewers the pants came out with spots all over them. the color seems to have faded in splotchy patterns. so sad.  wondering if retailer will provide store credit or something to make it right?,0,1,0
5884,43,General Petite,Tops,Sweaters,933,I love this sweater!,Thus sweater is perfect. the fit is exactly as i expected it from other reviews. it is super soft and not at all itchy. i have worn it over a tank top with jeans and boots as well as to work over a dress. the fact that i can wash it is an added bonus. i haven't dried it yet as i am worried it could shrink. i bought this with a discount but it is totally worth full price.,1,5,1
12004,35,General,Tops,Sweaters,949,The bold and the beautiful,"I love this sweater! it's vivid, soft and high quality. it's a little shorter than i'd normally go for, but it will look great with a mid to high rise jean. it runs true to size and meant to be roomy. the red is very vibrant.",1,5,1
14359,40,General,Dresses,Dresses,1083,Exactly what i was looking for,"I had been searching for an almost 50s style dress and i saw this one and instantly loved it. i wind up sending back so many things i get through retailer but this dress was everything i hoped it would be. i got the green one with the white dots. very comfortable, it just out a little with the hips because of the cut which is very 50s styling--it makes the waist look more narrow...",0,5,1
2905,38,General,Tops,Knits,868,Huge,"I love baseball tees and this looked like a more refined version, but it was huge and shapeless.  nice material and fabric but this one is going back.",0,2,0
16904,35,General Petite,Tops,Sweaters,938,"Great consept, didn't work on me","I really liked this cardigan when i saw it today. the cut and detail in the back is slimming and very flattering. i love the idea of the safety pin closure, and i really like how the model wears it in this photo-open with the pin on the side. when i saw this in-store, it was closed in the front with the pin, which i also like. i thought for sure the cardigan was also pinned in back when i saw it in the model, so it looked fantastic. however, when i tried it on myself, it wasn't quite the same.",17,3,0
2604,30,General,Dresses,Dresses,1094,Beautiful colors,"I love the overall look and feel of the dress. my only complaint is that it was shorter and lower cut in person than it looked on the model and i'm not tall. i ordered a small and i'm 5""4 130 lbs bottom heavy. the skirt is perfectly flowy and hides my problem areas really well; however, i will need to wear a camisole with it to hide cleavage that will show otherwise.",0,4,1
22058,39,General Petite,Bottoms,Pants,1047,,"I am 5'2"" and 115lbs......ordered the blue motif in small petite. they were not only too big overall but were way too long. i had to roll them up several times to get the right length. because of fabric design these would definitely have to be hemmed. i had to check tag because i thought for sure i got sent a regular length but they were petite. not sure if they are worth trying in a smaller size..... pants were really comfy but maybe too pajama like for my taste.",2,3,0
22580,37,General Petite,Tops,Fine gauge,895,Yummysweater,Sooooo soft! not a ton of shape but very versitile and warm!,0,3,1
3769,43,General,Tops,Knits,873,Elegant top,"I was shopping for a holiday outfit today at my retailer store, and my sales associate suggested i try on this top. i have lo idea where it was on the store l, yet it's a very pretty top that stands out when you have it on. i took this in a small because it's meant to run shorter. i felt xs would have been too small. i purchased it to wear with jeans or dress pants. pretty detail. blouse shows off my arms and minimizes my waist. i love it!",7,4,1
17820,49,General,Bottoms,Skirts,996,A girl and a pretty skirt...,"This skirt is perfect. i'm a size 10 and i'm 48 years old. i've really been wanting a tulle skirt, but didn't want to look like baby huey in it a bip puffy tutu above my knees. this skirt is indicative of the quality that is bailley 44. the fit is great, the length is perfect. i plan to wear it with a chambray shirt and the burgundy colored obi belt.",1,5,1
6677,37,General Petite,Tops,Knits,861,Too short,I had high hopes for this cute top but it runs very short. it is not as long as it appears on the model so it looked odd when i put it on. unfortunately it had to go back. bummer cuz it was very cute in the pix!,5,2,0
12835,36,General Petite,Jackets,Jackets,964,The alternative to the green cargo jacket,I love layering this over basic tees (or graphic ones like the wild west tee) - it adds just the right amount of edge. currently building my pin collection to add on (vintage turquoise and rock music to be exact).,0,5,1
1048,57,General,Tops,Sweaters,940,Cute!,Love this sweater. i wore it to work with leggings and a long sleeved shirt underneath. it lays nicely.,1,5,1
17313,37,General,Tops,Blouses,833,I love this shirt,Perfect fit. though it is shear i found that i could wear it without a cami. i absolutely recommend this shirt. it fits tts.,0,5,1
8710,44,General Petite,Dresses,Dresses,1085,Nope,"I was so excited for this dress.. but sadly it did not meet expectations. the gauze fabric already had several snags/pullers in it. the underslip was very short and just cleared my derriere.(i'm 5'7"") i normally take a 10/12 and ordered this in a l.. it was somewhat clingy in the hip area but yet bulky on top. also, i like to have the first button open, but you could then see the v neck of the underslip and it looked hokey. it's definitely a thicker material than the previous plaid tunic holding",3,2,0
